Time:256Hz,Epoch,Channel 1,Channel 2,Channel 3,Channel 4,Channel 5,Channel 6,Channel 7,Channel 8,Channel 9,Channel 10,Channel 11,Channel 12,Channel 13,Channel 14,Event Id,Event Date,Event Duration
18.71875,1198,4152.5639648438,4159.3588867188,4146.2822265625,4155.5126953125,4158.3334960938,4164.4873046875,4110.1284179688,4158.205078125,4146.6665039062,4143.0771484375,4142.4360351562,4154.8715820312,4141.794921875,4175.6411132812,,,
13.29296875,850,4133.7177734375,4178.205078125,4194.615234375,4143.0771484375,4145.1284179688,4156.6665039062,4134.8715820312,4142.6923828125,4140.1284179688,4139.2309570312,4124.3588867188,4137.0512695312,4155.1284179688,4128.3334960938,,,
12.046875,771,4138.9741210938,4119.2309570312,4163.7177734375,4129.7436523438,4123.8461914062,4157.3076171875,4135.2563476562,4131.794921875,4117.0512695312,4122.9487304688,4119.1025390625,4142.9487304688,4150.6411132812,4139.8715820312,,,
15.16796875,970,4176.1538085938,4193.0771484375,4202.1796875,4157.8203125,4190.1284179688,4168.3334960938,4185.7690429688,4183.205078125,4183.8461914062,4171.1538085938,4174.3588867188,4168.0771484375,4200.7690429688,4186.794921875,,,
7.97265625,510,4174.2309570312,4184.1025390625,4102.9487304688,4169.7436523438,4170.7690429688,4156.794921875,4174.615234375,4185.1284179688,4183.205078125,4189.8715820312,4182.5639648438,4183.0771484375,4189.8715820312,4305.1284179688,,,
17.578125,1125,4163.0771484375,4203.7177734375,4091.9230957031,4200.6411132812,4168.3334960938,4161.0258789062,4195.6411132812,4144.7436523438,4137.6923828125,4139.2309570312,4093.7180175781,4140.384765625,4114.3588867188,4173.205078125,,,
1.11328125,71,4210.1284179688,4122.3076171875,4178.9741210938,4028.8461914062,4188.58984375,4165.2563476562,4219.7436523438,4247.3076171875,4264.7436523438,4266.9228515625,4381.0258789062,4267.5639648438,4248.0771484375,4300.2563476562,,,
16.33984375,1045,4186.794921875,4126.6665039062,4157.4360351562,4113.205078125,4181.6665039062,4165.1284179688,4207.6923828125,4207.4360351562,4225.2563476562,4236.41015625,4295.0,4230.384765625,4225.1284179688,4263.58984375,,,
6.14453125,393,4159.4873046875,4136.1538085938,4121.1538085938,4153.3334960938,4169.8715820312,4157.8203125,4170.5126953125,4166.9228515625,4183.3334960938,4180.7690429688,4213.9741210938,4189.4873046875,4245.384765625,4161.0258789062,,,
15.765625,1009,4168.3334960938,4166.1538085938,4185.7690429688,4200.8974609375,4183.58984375,4166.0258789062,4171.1538085938,4186.2822265625,4186.6665039062,4184.8715820312,4176.5385742188,4192.4360351562,4221.41015625,4183.58984375,,,
17.1953125,1100,4163.7177734375,4161.9228515625,4144.4873046875,4152.9487304688,4158.7177734375,4157.1796875,4326.794921875,4169.1025390625,4160.8974609375,4158.8461914062,4155.7690429688,4151.41015625,4128.58984375,4191.41015625,,,
9.46484375,605,4189.615234375,4204.3588867188,3779.7436523438,4206.41015625,4196.1538085938,4160.8974609375,4185.6411132812,4196.5385742188,4202.9487304688,4201.1538085938,4181.5385742188,4182.9487304688,4203.7177734375,4179.615234375,,,
14.93359375,955,4143.58984375,4154.4873046875,4094.1025390625,4173.8461914062,4145.1284179688,4154.1025390625,4133.58984375,4122.5639648438,4120.8974609375,4122.6923828125,4100.5126953125,4130.5126953125,4151.2822265625,4050.6411132812,,,
0.59375,38,4162.5639648438,4138.7177734375,4226.6665039062,4120.7690429688,4165.7690429688,4163.58984375,4188.7177734375,4183.205078125,4202.3076171875,4201.794921875,4242.9487304688,4202.8203125,4206.1538085938,4185.6411132812,,,
10.5625,676,4169.3588867188,4172.1796875,4230.6411132812,4181.9228515625,4164.1025390625,4157.8203125,4168.4614257812,4154.3588867188,4166.41015625,4163.9741210938,4155.8974609375,4166.0258789062,4139.615234375,4189.1025390625,,,
13.859375,887,4174.4873046875,4201.0258789062,4171.5385742188,4173.7177734375,4187.6923828125,4163.58984375,4187.5639648438,4187.9487304688,4187.0512695312,4189.2309570312,4175.384765625,4173.7177734375,4232.4360351562,4182.5639648438,,,
3.59375,230,4146.9228515625,4164.7436523438,4187.6923828125,4221.9228515625,4145.1284179688,4156.1538085938,4138.4614257812,4137.4360351562,4125.5126953125,4121.41015625,4079.1025390625,4130.0,4156.0258789062,4130.5126953125,,,
11.35546875,726,4154.3588867188,4152.4360351562,4248.58984375,4170.5126953125,4153.4614257812,4156.41015625,4153.205078125,4138.3334960938,4150.7690429688,4153.7177734375,4139.4873046875,4140.1284179688,4143.4614257812,4132.3076171875,,,
4.2578125,272,4151.1538085938,4170.6411132812,4218.58984375,4197.3076171875,4152.4360351562,4155.384765625,4150.8974609375,4130.0,4145.5126953125,4146.6665039062,4126.0258789062,4144.7436523438,4026.6667480469,4143.58984375,,,
14.2890625,914,4120.0,4097.4360351562,4133.58984375,4047.3076171875,4105.2563476562,4151.2822265625,4110.384765625,4138.9741210938,4133.58984375,4139.2309570312,4202.4360351562,4118.205078125,4120.5126953125,4151.9228515625,,,
12.91796875,826,4165.5126953125,4224.615234375,4435.7690429688,4207.0512695312,4177.1796875,4165.0,4190.1284179688,4173.9741210938,4169.615234375,4173.7177734375,4139.1025390625,4170.5126953125,4122.6923828125,4171.41015625,,,
13.3203125,852,4135.0,4126.2822265625,4311.6665039062,4137.4360351562,4146.5385742188,4153.205078125,4169.4873046875,4133.3334960938,4134.1025390625,4147.9487304688,4141.0258789062,4126.6665039062,4082.0512695312,4142.5639648438,,,
3.75,240,4169.2309570312,4156.5385742188,4190.0,4140.5126953125,4152.8203125,4158.58984375,4175.1284179688,4173.7177734375,4189.4873046875,4176.9228515625,4194.3588867188,4171.794921875,4188.4614257812,4167.9487304688,,,
11.85546875,758,4160.5126953125,4129.7436523438,4217.0512695312,4152.4360351562,4153.4614257812,4160.5126953125,4156.6665039062,4140.6411132812,4138.205078125,4134.2309570312,4126.2822265625,4156.5385742188,4164.3588867188,4153.58984375,,,
1.51953125,97,4185.6411132812,4191.794921875,4213.8461914062,4231.2822265625,4180.8974609375,4162.9487304688,4159.2309570312,4174.3588867188,4173.9741210938,4157.6923828125,4109.8715820312,4154.7436523438,4186.0258789062,4188.7177734375,,,
10.26953125,657,4158.58984375,4182.0512695312,4259.4873046875,4187.4360351562,4182.0512695312,4166.6665039062,4169.8715820312,4190.0,4169.2309570312,4173.4614257812,4150.0,4160.6411132812,4247.6923828125,4194.615234375,,,
3.16015625,202,4149.3588867188,4160.0,4127.6923828125,4152.9487304688,4153.205078125,4155.7690429688,4150.2563476562,4150.7690429688,4147.0512695312,4136.2822265625,4124.4873046875,4130.2563476562,4127.4360351562,4154.7436523438,,,
4.0078125,256,4162.4360351562,4177.3076171875,4283.0771484375,4234.7436523438,4158.3334960938,4164.615234375,4164.8715820312,4142.0512695312,4148.205078125,4146.41015625,4111.41015625,4154.7436523438,4073.205078125,4167.1796875,,,
0.77734375,49,4195.0,4127.9487304688,4200.1284179688,3919.1025390625,4186.0258789062,4169.4873046875,4234.2309570312,4265.8974609375,4295.384765625,4327.1796875,4563.58984375,4299.8715820312,4308.58984375,4314.8715820312,,,
10.3515625,662,4209.4873046875,4182.1796875,4290.7690429688,4248.58984375,4243.58984375,4167.9487304688,4229.2309570312,4228.58984375,4237.5639648438,4238.0771484375,4236.41015625,4226.6665039062,4256.6665039062,4241.2822265625,,,
6.921875,443,4163.205078125,4177.0512695312,4212.0512695312,4158.4614257812,4155.7690429688,4167.1796875,4167.3076171875,4164.8715820312,4160.7690429688,4163.3334960938,4142.9487304688,4154.2309570312,4124.3588867188,4162.3076171875,,,
19.34765625,1238,4162.0512695312,4143.58984375,4128.0771484375,4077.4357910156,4156.41015625,4162.0512695312,4173.205078125,4183.4614257812,4180.6411132812,4200.8974609375,4290.384765625,4217.8203125,4277.1796875,4182.5639648438,,,
6.578125,421,4159.1025390625,4153.4614257812,4135.1284179688,4179.1025390625,4161.1538085938,4149.4873046875,4150.384765625,4149.8715820312,4149.1025390625,4142.0512695312,4105.5126953125,4150.5126953125,4169.3588867188,4154.2309570312,,,
12.4609375,797,4133.3334960938,4146.9228515625,4247.0512695312,4154.3588867188,4130.2563476562,4153.7177734375,4127.0512695312,4106.6665039062,4101.5385742188,4104.2309570312,4075.5129394531,4108.3334960938,4107.3076171875,4112.5639648438,,,
14.140625,905,4140.6411132812,4136.6665039062,4202.1796875,4136.2822265625,4129.3588867188,4153.7177734375,4130.5126953125,4139.2309570312,4140.6411132812,4139.4873046875,4120.0,4127.8203125,4118.7177734375,4149.2309570312,,,
6.6484375,425,4181.41015625,4201.5385742188,4187.3076171875,4201.1538085938,4191.6665039062,4170.384765625,4190.8974609375,4178.8461914062,4191.9228515625,4197.8203125,4177.5639648438,4200.5126953125,4176.1538085938,4177.1796875,,,
12.09765625,774,4168.4614257812,4226.794921875,4137.8203125,4198.8461914062,4178.8461914062,4166.5385742188,4169.8715820312,4176.9228515625,4170.0,4170.2563476562,4149.4873046875,4155.6411132812,4151.1538085938,4143.0771484375,,,
19.65234375,1257,4141.1538085938,4125.5126953125,4140.5126953125,4174.2309570312,4146.1538085938,4158.205078125,4101.0258789062,4147.1796875,4139.615234375,4140.2563476562,4143.0771484375,4135.5126953125,4130.7690429688,4163.8461914062,,,
14.2578125,912,4177.8203125,4151.9228515625,4178.205078125,4195.8974609375,4205.5126953125,4167.4360351562,4173.9741210938,4180.384765625,4184.615234375,4189.3588867188,4178.58984375,4186.6665039062,4138.0771484375,4193.4614257812,,,
9.6328125,616,4173.8461914062,4179.7436523438,4127.5639648438,4194.1025390625,4166.2822265625,4152.8203125,4167.4360351562,4170.384765625,4168.9741210938,4166.9228515625,4142.6923828125,4153.4614257812,4182.4360351562,4167.1796875,,,
11.1953125,716,4157.8203125,4193.9741210938,4179.615234375,4172.9487304688,4167.6923828125,4159.3588867188,4145.1284179688,4136.2822265625,4146.9228515625,4147.4360351562,4134.8715820312,4137.4360351562,4105.8974609375,4148.205078125,,,
17.5234375,1121,4194.2309570312,4188.3334960938,4173.205078125,4198.0771484375,4184.7436523438,4168.4614257812,4183.58984375,4184.3588867188,4181.6665039062,4183.9741210938,4168.9741210938,4206.41015625,4187.3076171875,4183.3334960938,,,
13.203125,845,4144.615234375,4153.3334960938,4221.6665039062,4140.6411132812,4134.1025390625,4156.6665039062,4160.8974609375,4140.384765625,4141.2822265625,4146.5385742188,4123.7177734375,4122.8203125,4038.58984375,4135.384765625,,,
10.59765625,678,4177.9487304688,4199.615234375,4256.5385742188,4183.9741210938,4169.7436523438,4167.1796875,4174.1025390625,4171.5385742188,4178.0771484375,4176.0258789062,4171.5385742188,4171.1538085938,4155.5126953125,4201.2822265625,,,
13.1640625,842,4148.8461914062,4188.0771484375,4229.615234375,4157.5639648438,4154.615234375,4157.9487304688,4139.1025390625,4144.3588867188,4136.9228515625,4134.3588867188,4126.2822265625,4139.8715820312,4137.1796875,4150.7690429688,,,
16.31640625,1044,4202.8203125,4209.615234375,4154.7436523438,4135.1284179688,4215.1284179688,4162.3076171875,4231.0258789062,4244.3588867188,4258.9741210938,4276.0258789062,4370.7690429688,4276.2822265625,4312.9487304688,4245.2563476562,,,
5.64453125,361,4150.5126953125,4186.794921875,4178.205078125,4156.9228515625,4139.7436523438,4155.5126953125,4137.3076171875,4143.3334960938,4131.41015625,4134.7436523438,4127.5639648438,4139.615234375,4096.2822265625,4136.5385742188,,,
3.74609375,239,4168.9741210938,4143.8461914062,4230.0,4140.8974609375,4153.0771484375,4161.1538085938,4174.7436523438,4171.6665039062,4186.794921875,4171.5385742188,4192.1796875,4170.8974609375,4184.4873046875,4165.1284179688,,,
0.75,48,4188.9741210938,4144.7436523438,4196.41015625,3929.3588867188,4171.2822265625,4169.7436523438,4216.794921875,4247.1796875,4272.6923828125,4310.8974609375,4528.4614257812,4279.2309570312,4273.3334960938,4290.5126953125,,,
17.0703125,1092,4169.3588867188,4154.3588867188,4132.0512695312,4167.9487304688,4168.0771484375,4157.3076171875,4405.1284179688,4176.6665039062,4171.41015625,4162.3076171875,4155.7690429688,4151.0258789062,4149.7436523438,4207.8203125,,,
4.56640625,292,4162.9487304688,4199.2309570312,4215.0,4198.9741210938,4168.4614257812,4165.8974609375,4164.3588867188,4139.2309570312,4148.205078125,4155.6411132812,4157.8203125,4165.8974609375,4108.8461914062,4158.0771484375,,,
0.62109375,39,4164.3588867188,4169.3588867188,4171.41015625,4093.7180175781,4155.5126953125,4157.9487304688,4157.5639648438,4157.5639648438,4167.0512695312,4165.384765625,4187.3076171875,4156.2822265625,4065.1281738281,4220.8974609375,,,
8.3046875,531,4147.1796875,4129.2309570312,4189.1025390625,4157.5639648438,4152.3076171875,4160.5126953125,4153.9741210938,4147.0512695312,4150.6411132812,4150.0,4139.615234375,4157.3076171875,4167.9487304688,4296.2822265625,,,
0.83203125,53,4209.2309570312,4133.7177734375,4200.8974609375,3940.8974609375,4197.3076171875,4171.794921875,4244.8715820312,4267.0512695312,4294.615234375,4334.2309570312,4521.1538085938,4301.9228515625,4317.1796875,4313.0771484375,,,
7.4453125,476,4118.58984375,4045.0,4151.5385742188,4112.8203125,4097.6923828125,4149.8715820312,4104.1025390625,4107.9487304688,4100.7690429688,4105.0,4097.0512695312,4117.6923828125,4127.4360351562,4171.1538085938,,,
2.59375,166,4130.7690429688,4169.2309570312,4096.41015625,4080.8974609375,4104.4873046875,4150.0,4108.0771484375,4122.3076171875,4117.9487304688,4118.205078125,4150.1284179688,4124.1025390625,4072.8205566406,4119.8715820312,,,
1.37109375,87,4172.6923828125,4137.0512695312,4192.4360351562,4061.1538085938,4152.5639648438,4160.5126953125,4176.0258789062,4184.2309570312,4183.4614257812,4182.4360351562,4234.3588867188,4183.4614257812,4112.4360351562,4227.3076171875,,,
15.74609375,1007,4153.58984375,4144.1025390625,4163.4614257812,4161.2822265625,4164.2309570312,4162.8203125,4153.9741210938,4154.3588867188,4171.0258789062,4177.5639648438,4165.6411132812,4166.0258789062,4161.6665039062,4157.4360351562,,,
18.90625,1210,4148.0771484375,4165.5126953125,4113.205078125,4148.58984375,4152.8203125,4158.205078125,4139.7436523438,4140.5126953125,4138.205078125,4140.6411132812,4145.384765625,4152.0512695312,4139.2309570312,4150.8974609375,,,
6.78125,434,4161.0258789062,4146.6665039062,4153.58984375,4166.41015625,4153.3334960938,4154.3588867188,4154.615234375,4149.4873046875,4149.7436523438,4150.1284179688,4151.9228515625,4174.3588867188,4142.4360351562,4161.2822265625,,,
0.57421875,36,4171.0258789062,4140.0,4233.3334960938,4119.615234375,4165.0,4156.794921875,4181.2822265625,4180.8974609375,4196.0258789062,4199.615234375,4243.7177734375,4203.0771484375,4197.1796875,4182.6923828125,,,
3.234375,207,4182.6923828125,4220.0,4191.41015625,4262.8203125,4187.1796875,4161.0258789062,4186.41015625,4206.41015625,4182.6923828125,4182.3076171875,4157.0512695312,4186.1538085938,4183.7177734375,4182.9487304688,,,
13.07421875,836,4144.8715820312,4197.4360351562,4209.7436523438,4142.5639648438,4137.1796875,4155.5126953125,4134.3588867188,4140.0,4131.41015625,4129.615234375,4116.794921875,4124.8715820312,4142.5639648438,4138.0771484375,,,
6.125,392,4171.794921875,4146.1538085938,4129.1025390625,4155.0,4181.9228515625,4161.2822265625,4184.4873046875,4179.7436523438,4190.7690429688,4200.384765625,4235.8974609375,4204.4873046875,4252.0512695312,4173.4614257812,,,
1.8046875,115,4157.5639648438,4139.615234375,4199.1025390625,4170.0,4154.7436523438,4157.1796875,4152.8203125,4173.8461914062,4159.3588867188,4157.3076171875,4156.2822265625,4159.1025390625,4125.6411132812,4168.8461914062,,,
2.90234375,185,4155.384765625,4180.7690429688,4157.8203125,4170.6411132812,4169.1025390625,4162.1796875,4153.7177734375,4148.205078125,4157.6923828125,4149.1025390625,4143.58984375,4140.0,4145.5126953125,4138.3334960938,,,
0.8671875,55,4191.41015625,4194.615234375,4246.41015625,4219.1025390625,4187.1796875,4170.1284179688,4200.0,4190.0,4203.58984375,4211.0258789062,4209.2309570312,4189.4873046875,4253.3334960938,4207.9487304688,,,
18.10546875,1158,4181.9228515625,4209.8715820312,4213.58984375,4204.3588867188,4180.7690429688,4169.8715820312,4178.58984375,4179.2309570312,4172.6923828125,4174.8715820312,4158.4614257812,4175.384765625,4153.0771484375,4164.3588867188,,,
15.6015625,998,4145.384765625,4121.5385742188,4078.58984375,4055.5129394531,4145.384765625,4160.0,4164.3588867188,4177.3076171875,4181.6665039062,4186.9228515625,4259.1025390625,4165.7690429688,4217.4360351562,4156.1538085938,,,
7.73046875,494,4156.41015625,4162.8203125,4174.1025390625,4182.5639648438,4168.3334960938,4160.8974609375,4169.615234375,4168.0771484375,4173.4614257812,4172.4360351562,4148.205078125,4158.7177734375,4168.0771484375,4172.5639648438,,,
18.91796875,1210,4148.0771484375,4157.6923828125,4124.615234375,4153.8461914062,4152.9487304688,4163.8461914062,4141.1538085938,4149.615234375,4147.6923828125,4152.3076171875,4156.41015625,4158.0771484375,4147.6923828125,4150.0,,,
2.44140625,156,4131.794921875,4119.615234375,4146.1538085938,4080.3845214844,4115.384765625,4157.1796875,4121.2822265625,4141.5385742188,4134.615234375,4146.41015625,4196.0258789062,4148.4614257812,4171.2822265625,4137.1796875,,,
2.59375,166,4177.5639648438,4126.2822265625,4031.5385742188,4130.6411132812,4169.8715820312,4159.2309570312,4181.1538085938,4185.0,4187.1796875,4189.8715820312,4234.615234375,4194.4873046875,4189.1025390625,4229.615234375,,,
16.47265625,1054,4174.3588867188,4117.4360351562,4179.7436523438,4105.6411132812,4172.0512695312,4160.2563476562,4190.1284179688,4185.7690429688,4195.8974609375,4197.1796875,4233.9741210938,4186.2822265625,4208.7177734375,4248.205078125,,,
9.31640625,596,4161.794921875,4168.205078125,4172.3076171875,4152.8203125,4165.7690429688,4162.8203125,4171.1538085938,4173.58984375,4164.3588867188,4171.794921875,4186.41015625,4178.3334960938,4172.3076171875,4214.7436523438,,,
7.94140625,508,4145.5126953125,4204.3588867188,4108.3334960938,4157.1796875,4148.58984375,4155.0,4148.3334960938,4148.8461914062,4148.4614257812,4147.8203125,4168.58984375,4140.1284179688,4206.41015625,4132.9487304688,,,
1.34375,86,4159.8715820312,4141.41015625,4207.9487304688,4167.1796875,4144.2309570312,4162.0512695312,4149.3588867188,4153.58984375,4152.5639648438,4153.3334960938,4168.7177734375,4152.6923828125,4133.8461914062,4173.58984375,,,
1.4921875,95,4181.0258789062,4211.1538085938,4205.384765625,4238.7177734375,4186.5385742188,4160.2563476562,4162.9487304688,4152.8203125,4157.8203125,4148.4614257812,4101.1538085938,4150.5126953125,4173.8461914062,4189.7436523438,,,
9.74609375,623,4164.3588867188,4167.5639648438,4154.8715820312,4184.615234375,4156.2822265625,4160.384765625,4154.2309570312,4138.3334960938,4138.58984375,4138.205078125,4131.0258789062,4147.6923828125,4168.8461914062,4163.7177734375,,,
14.984375,959,4147.0512695312,4175.6411132812,4121.5385742188,4174.4873046875,4163.4614257812,4159.8715820312,4150.2563476562,4140.2563476562,4144.8715820312,4137.1796875,4108.4614257812,4140.384765625,4138.205078125,4062.0512695312,,,
3.921875,251,4149.3588867188,4167.9487304688,4111.794921875,4178.4614257812,4146.2822265625,4158.8461914062,4148.7177734375,4138.8461914062,4141.6665039062,4131.41015625,4092.8205566406,4129.615234375,4142.1796875,4124.8715820312,,,
17.37890625,1112,4141.1538085938,4115.1284179688,4121.794921875,4149.7436523438,4122.3076171875,4155.384765625,4126.6665039062,4139.7436523438,4133.3334960938,4124.7436523438,4109.2309570312,4131.9228515625,4125.384765625,4134.1025390625,,,
8.90625,570,4138.8461914062,4145.1284179688,4151.9228515625,4124.8715820312,4137.5639648438,4156.0258789062,4125.384765625,4140.6411132812,4139.2309570312,4139.7436523438,4117.0512695312,4139.615234375,4139.1025390625,4137.1796875,,,
1.78125,114,4152.4360351562,4122.8203125,4187.9487304688,4168.205078125,4153.7177734375,4154.4873046875,4150.7690429688,4159.3588867188,4147.9487304688,4144.3588867188,4150.7690429688,4154.7436523438,4123.4614257812,4167.8203125,,,
8.05078125,515,4148.0771484375,4143.58984375,4126.9228515625,4150.0,4143.0771484375,4157.4360351562,4157.5639648438,4151.9228515625,4152.4360351562,4150.8974609375,4149.3588867188,4139.615234375,4185.384765625,4140.1284179688,,,
16.71875,1070,4179.1025390625,4126.41015625,4167.4360351562,4137.4360351562,4169.7436523438,4158.4614257812,4163.3334960938,4176.6665039062,4183.205078125,4185.6411132812,4203.0771484375,4185.2563476562,4165.8974609375,4235.5126953125,,,
16.93359375,1083,4145.8974609375,4108.58984375,4089.1025390625,4207.8203125,4139.1025390625,4157.4360351562,4138.8461914062,4135.5126953125,4110.384765625,4094.2307128906,4040.6411132812,4093.0769042969,4088.8461914062,4122.3076171875,,,
10.23828125,655,4173.8461914062,4175.384765625,4195.6411132812,4167.4360351562,4172.0512695312,4160.7690429688,4167.4360351562,4171.0258789062,4176.1538085938,4178.3334960938,4171.5385742188,4166.5385742188,4182.9487304688,4209.7436523438,,,
3.41015625,218,4144.7436523438,4117.0512695312,4052.9487304688,4165.7690429688,4147.9487304688,4157.4360351562,4124.4873046875,4134.7436523438,4126.2822265625,4114.4873046875,4076.6667480469,4103.58984375,4110.2563476562,4124.4873046875,,,
7.8125,500,4160.384765625,4194.7436523438,4095.6411132812,4160.0,4164.8715820312,4158.9741210938,4162.5639648438,4163.7177734375,4153.9741210938,4157.6923828125,4160.5126953125,4144.1025390625,4222.9487304688,4146.2822265625,,,
14.078125,901,4128.0771484375,4078.7180175781,4119.8715820312,4034.8718261719,4122.4360351562,4155.0,4119.7436523438,4136.41015625,4144.4873046875,4163.58984375,4231.41015625,4151.1538085938,4137.0512695312,4156.2822265625,,,
14.8125,948,4142.6923828125,4110.5126953125,4093.4614257812,4184.3588867188,4141.41015625,4155.384765625,4138.205078125,4127.4360351562,4127.4360351562,4121.41015625,4082.0512695312,4124.615234375,4157.4360351562,4047.0512695312,,,
3.453125,221,4154.3588867188,4162.0512695312,4207.6923828125,4260.6411132812,4157.6923828125,4155.8974609375,4142.5639648438,4153.3334960938,4138.58984375,4134.2309570312,4087.3076171875,4134.7436523438,4120.8974609375,4136.794921875,,,
17.7109375,1133,4151.6665039062,4175.384765625,4170.5126953125,4183.58984375,4155.384765625,4156.5385742188,4138.205078125,4149.2309570312,4128.8461914062,4138.0771484375,4095.8974609375,4141.2822265625,4153.7177734375,4145.7690429688,,,
0.0078125,0,4152.8203125,4154.615234375,4203.7177734375,4135.6411132812,4153.8461914062,4153.8461914062,4137.0512695312,4120.7690429688,4133.205078125,4134.4873046875,4133.4614257812,4149.615234375,4140.8974609375,4149.615234375,,,
11.7734375,753,4158.8461914062,4135.2563476562,4124.7436523438,4152.8203125,4148.0771484375,4160.2563476562,4161.9228515625,4158.8461914062,4156.5385742188,4150.2563476562,4142.6923828125,4167.4360351562,4153.3334960938,4144.4873046875,,,
0.390625,25,4172.4360351562,4117.3076171875,4228.0771484375,4095.3845214844,4186.9228515625,4160.6411132812,4203.0771484375,4200.5126953125,4215.2563476562,4218.8461914062,4276.0258789062,4211.1538085938,4230.1284179688,4195.6411132812,,,
0.75390625,48,4189.7436523438,4133.8461914062,4197.6923828125,3924.3588867188,4172.8203125,4169.7436523438,4220.0,4251.41015625,4277.3076171875,4316.41015625,4533.0771484375,4279.3588867188,4277.5639648438,4294.4873046875,,,
6.875,440,4177.0512695312,4175.6411132812,4169.7436523438,4193.0771484375,4188.7177734375,4167.8203125,4189.4873046875,4173.8461914062,4190.2563476562,4183.8461914062,4171.794921875,4188.0771484375,4149.1025390625,4178.9741210938,,,
3.2890625,210,4154.3588867188,4148.7177734375,4103.7177734375,4170.7690429688,4154.7436523438,4156.794921875,4152.8203125,4148.58984375,4146.41015625,4141.1538085938,4128.3334960938,4133.9741210938,4101.794921875,4149.7436523438,,,
12.6640625,810,4161.794921875,4226.794921875,4344.8715820312,4192.1796875,4154.4873046875,4156.5385742188,4151.41015625,4126.0258789062,4117.4360351562,4131.6665039062,4110.1284179688,4147.6923828125,4110.1284179688,4155.2563476562,,,
10.87109375,695,4180.1284179688,4184.8715820312,4137.8203125,4183.4614257812,4180.5126953125,4168.3334960938,4185.1284179688,4184.615234375,4194.7436523438,4194.7436523438,4217.0512695312,4198.0771484375,4213.205078125,4209.4873046875,,,
9.18359375,587,4163.205078125,4126.1538085938,4159.4873046875,4153.7177734375,4168.58984375,4156.1538085938,4178.7177734375,4180.0,4170.0,4176.5385742188,4189.615234375,4185.7690429688,4185.8974609375,4231.0258789062,,,
0.33984375,21,4159.615234375,4125.8974609375,4237.0512695312,4072.0512695312,4151.41015625,4158.58984375,4183.0771484375,4200.6411132812,4217.9487304688,4225.8974609375,4277.5639648438,4205.2563476562,4236.41015625,4191.0258789062,,,
18.76171875,1200,4101.6665039062,4117.4360351562,4089.4870605469,4117.9487304688,4119.615234375,4152.1796875,4120.2563476562,4103.0771484375,4107.8203125,4113.58984375,4121.2822265625,4122.0512695312,4084.6154785156,4141.6665039062,,,
11.3359375,725,4195.2563476562,4164.3588867188,4267.8203125,4133.0771484375,4173.205078125,4166.794921875,4192.5639648438,4199.7436523438,4189.4873046875,4194.4873046875,4248.205078125,4204.7436523438,4188.4614257812,4187.3076171875,,,
0.0078125,0,4147.5639648438,4118.205078125,4196.5385742188,4102.1796875,4151.794921875,4158.3334960938,4168.4614257812,4165.7690429688,4172.8203125,4171.9228515625,4198.4614257812,4163.8461914062,4135.5126953125,4216.2822265625,,,
4.41796875,282,4145.8974609375,4159.1025390625,4093.8461914062,4157.1796875,4143.9741210938,4156.9228515625,4156.41015625,4151.9228515625,4151.0258789062,4139.7436523438,4142.3076171875,4140.2563476562,4093.0769042969,4143.4614257812,,,
18.5546875,1187,4154.4873046875,4196.2822265625,4204.1025390625,4152.4360351562,4156.41015625,4160.8974609375,4149.615234375,4138.7177734375,4136.1538085938,4145.7690429688,4138.3334960938,4144.4873046875,4164.3588867188,4147.3076171875,,,
7.66015625,490,4131.794921875,4170.384765625,4156.2822265625,4143.58984375,4140.2563476562,4156.41015625,4136.2822265625,4126.2822265625,4120.8974609375,4125.2563476562,4122.5639648438,4142.6923828125,4146.6665039062,4232.0512695312,,,
1.5390625,98,4191.794921875,4184.4873046875,4174.3588867188,4171.794921875,4178.8461914062,4169.4873046875,4184.8715820312,4187.3076171875,4175.1284179688,4167.9487304688,4144.1025390625,4173.58984375,4107.1796875,4233.3334960938,,,
3.97265625,254,4154.4873046875,4200.5126953125,4279.615234375,4248.4614257812,4155.5126953125,4159.2309570312,4150.8974609375,4123.9741210938,4124.3588867188,4129.615234375,4103.8461914062,4147.9487304688,4064.2307128906,4150.384765625,,,
6.36328125,407,4160.5126953125,4188.7177734375,4229.4873046875,4167.3076171875,4156.1538085938,4160.8974609375,4152.6923828125,4159.3588867188,4148.0771484375,4144.4873046875,4132.6923828125,4159.2309570312,4145.7690429688,4157.8203125,,,
19.421875,1243,4136.5385742188,4123.58984375,4153.0771484375,4100.2563476562,4128.9741210938,4156.5385742188,4103.58984375,4148.0771484375,4151.9228515625,4154.3588867188,4177.9487304688,4142.0512695312,4154.7436523438,4176.0258789062,,,
18.66796875,1194,4144.4873046875,4159.7436523438,4162.0512695312,4130.7690429688,4144.8715820312,4151.9228515625,4089.2307128906,4139.4873046875,4127.6923828125,4138.205078125,4145.0,4138.4614257812,4135.384765625,4167.0512695312,,,
13.40234375,857,4145.6411132812,4204.8715820312,4126.41015625,4135.384765625,4137.1796875,4149.8715820312,4131.2822265625,4138.7177734375,4135.6411132812,4137.3076171875,4133.7177734375,4136.41015625,4147.0512695312,4130.0,,,
